CustomerKey,Customer Code,City,State,Name,Education,Occupation,CountryRegionKey
4346,15345,San Gabriel,California,"Perry, Ashley",Partial College,Professional,3
4347,15346,Santa Monica,California,"Rodriguez, Charles",Partial College,Professional,3
4348,15347,Bellflower,California,"Alonso, Deanna",High School,Professional,3
4349,15348,Tacoma,Washington,"Carter, Greg",Partial College,Professional,3
4350,15349,Torrance,California,"Gonzalez, Stephanie",Partial College,Professional,3
4351,15350,Bremerton,Washington,"Serrano, Kathleen",Partial College,Professional,3
4352,15351,Burien,Washington,"Lu, Steve",Partial College,Professional,3
4353,15352,Poing,Bavaria,"Martinez, Raymond",Bachelors,Management,2
4357,15356,Frankfurt,Hesse,"Jai, Dawn",Partial High School,Professional,2
4358,15357,Hanover,Lower Saxony,"Navarro, Craig",Partial High School,Professional,2
4359,15358,Oakland,California,"Sanders, Danielle",Graduate Degree,Management,3
4360,15359,Edmonds,Washington,"Yang, Logan",Graduate Degree,Management,3
4361,15360,Burbank,California,"Martin, Ryan",Graduate Degree,Management,3
4362,15361,Santa Cruz,California,"Gonzales, Thomas",Graduate Degree,Management,3
4365,15364,Beaverton,Oregon,"Bryant, Aidan",Partial College,Professional,3
4366,15365,Glendale,California,"Gray, Victoria",Bachelors,Management,3
4367,15366,Lincoln Acres,California,"Coleman, Alyssa",Graduate Degree,Management,3
4368,15367,Portland,Oregon,"White, Alyssa",Partial College,Professional,3
4369,15368,Beverly Hills,California,"Martin, Brandi",Bachelors,Management,3
4370,15369,Burien,Washington,"Perez, Connor",Partial College,Professional,3
4371,15370,Lebanon,Oregon,"Butler, Jessica",Partial College,Professional,3
4372,15371,Walla Walla,Washington,"Bryant, Cameron",Partial College,Professional,3
4373,15372,Bremerton,Washington,"Alexander, Miguel",Partial College,Professional,3
4374,15373,Everett,Washington,"Jones, Kaitlyn",Graduate Degree,Management,3
4380,15379,San Diego,California,"Griffin, Amanda",Bachelors,Management,3
4381,15380,Kirkland,Washington,"Robinson, Nathan",Partial College,Professional,3
4382,15381,Olympia,Washington,"Howard, Alexa",Partial College,Professional,3
4383,15382,Berkeley,California,"Blue, Kimberly",Bachelors,Management,3
4384,15383,Lemon Grove,California,"Rivera, Charles",Bachelors,Management,3
4385,15384,Beaverton,Oregon,"Alan, Xavier",Partial College,Professional,3
4386,15385,Lebanon,Oregon,"Reed, Destiny",High School,Professional,3
4387,15386,Renton,Washington,"Taylor, Nicholas",High School,Professional,3
4388,15387,Chula Vista,California,"Rodriguez, Miguel",Partial College,Professional,3
4389,15388,Downey,California,"Smith, Victoria",Bachelors,Management,3
4390,15389,Palo Alto,California,"King, Joan",Bachelors,Management,3
4391,15390,Portland,Oregon,"Turner, Jonathan",High School,Professional,3
4393,15392,Torrance,California,"Brown, Sydney",Partial High School,Skilled Manual,3
4394,15393,Berkeley,California,"Ruiz, Rebekah",Graduate Degree,Management,3
4398,15397,Burbank,California,"Tang, Karl",Partial College,Professional,3
4399,15398,Oakland,California,"Wang, Jose",Partial College,Professional,3
4412,15411,Burlingame,California,"Chandra, Jay",Graduate Degree,Management,3
4413,15412,Coronado,California,"Griffin, Ryan",Graduate Degree,Management,3
4415,15414,Beverly Hills,California,"Richardson, Isaac",Graduate Degree,Management,3
4416,15415,Spokane,Washington,"Gray, Rachel",Graduate Degree,Management,3
4417,15416,Milwaukie,Oregon,"Barnes, Edward",Graduate Degree,Management,3
4418,15417,Chula Vista,California,"Lu, Alvin",Graduate Degree,Management,3
4420,15419,Corvallis,Oregon,"Baker, Carlos",Bachelors,Management,3
4421,15420,Issaquah,Washington,"Hernandez, Nathan",Bachelors,Management,3
4422,15421,Renton,Washington,"Clark, Cameron",Bachelors,Management,3
4423,15422,W. Linn,Oregon,"Griffin, Kelly",High School,Skilled Manual,3
4424,15423,Walla Walla,Washington,"Long, Jack",High School,Skilled Manual,3
4425,15424,Beverly Hills,California,"Hill, Rebecca",Partial College,Skilled Manual,3
4428,15427,San Diego,California,"Murphy, Jade",Partial College,Skilled Manual,3
4429,15428,Spring Valley,California,"Howard, Richard",Partial College,Skilled Manual,3
4430,15429,West Covina,California,"Li, Aaron",Partial College,Skilled Manual,3
4431,15430,Burien,Washington,"Jiménez, Alfredo",Partial College,Skilled Manual,3
4432,15431,Berkeley,California,"Jackson, John",Partial College,Skilled Manual,3
4433,15432,Colma,California,"Kumar, Alvin",Partial College,Skilled Manual,3
4434,15433,Concord,California,"Sharma, Adam",Partial College,Skilled Manual,3
4444,15443,Berlin,Berlin,"Patel, Francisco",Graduate Degree,Manual,2
4455,15454,Werne,North Rhine-Westphalia,"Bennett, Ian",Bachelors,Clerical,2
4457,15456,Saarlouis,Saar,"Suri, Donald",Bachelors,Clerical,2
4458,15457,Neunkirchen,North Rhine-Westphalia,"Martinez, Adriana",Partial College,Manual,2
4459,15458,Hof,Bavaria,"Ma, Krystal",Partial College,Manual,2
4460,15459,Mühlheim am Main,Hesse,"Dominguez, Beth",Partial College,Manual,2
4461,15460,Poing,Bavaria,"Nara, Bethany",Partial College,Manual,2
4467,15466,San Carlos,California,"Perez, Elijah",Bachelors,Skilled Manual,3
4468,15467,Burbank,California,"Shan, Caleb",Bachelors,Skilled Manual,3
4470,15469,Santa Cruz,California,"Williams, Fernando",Graduate Degree,Professional,3
4471,15470,Lemon Grove,California,"Lopez, Hailey",Graduate Degree,Professional,3
4472,15471,Palo Alto,California,"White, Destiny",Bachelors,Skilled Manual,3
4473,15472,Marysville,Washington,"Torres, Jennifer",Bachelors,Skilled Manual,3
4474,15473,Coronado,California,"Jenkins, Abigail",Bachelors,Skilled Manual,3
4475,15474,Beverly Hills,California,"Lal, Cameron",Bachelors,Skilled Manual,3
4476,15475,Woodland Hills,California,"Brooks, Kaitlyn",Bachelors,Skilled Manual,3
4477,15476,Long Beach,California,"Powell, Alyssa",Graduate Degree,Professional,3
4478,15477,Colma,California,"Adams, Jose",Graduate Degree,Professional,3
4480,15479,Olympia,Washington,"Wright, Andrea",Graduate Degree,Professional,3
4481,15480,Burbank,California,"Lopez, Denise",Graduate Degree,Professional,3
4482,15481,Burlingame,California,"Zhang, Jamie",Graduate Degree,Professional,3
4483,15482,Chula Vista,California,"Rubio, Audrey",Graduate Degree,Professional,3
4484,15483,San Gabriel,California,"Robinson, Katherine",Graduate Degree,Professional,3
4485,15484,West Covina,California,"Henderson, Samuel",Graduate Degree,Professional,3
4486,15485,Imperial Beach,California,"Wright, Jordan",Graduate Degree,Professional,3
4487,15486,Woodburn,Oregon,"Griffin, Kevin",Graduate Degree,Professional,3
4488,15487,Spring Valley,California,"Ramirez, Jesse",Graduate Degree,Professional,3
4490,15489,Walla Walla,Washington,"Thompson, Emily",Bachelors,Skilled Manual,3
4492,15491,Clearwater,Florida,"Li, Shannon",Bachelors,Skilled Manual,3
4493,15492,Kirkland,Washington,"Long, Grace",Bachelors,Skilled Manual,3
4494,15493,Lebanon,Oregon,"Chen, Eric",Bachelors,Skilled Manual,3
4496,15495,Chula Vista,California,"Alonso, Craig",High School,Skilled Manual,3
4497,15496,Colma,California,"Goel, Kelli",High School,Skilled Manual,3
4498,15497,Novato,California,"Phillips, Katelyn",Bachelors,Professional,3
4500,15499,Sedro Woolley,Washington,"Thomas, Robert",Graduate Degree,Professional,3
4501,15500,Burlingame,California,"Raji, Keith",Graduate Degree,Professional,3
4502,15501,Colma,California,"Simmons, Justin",Graduate Degree,Professional,3
4503,15502,Corvallis,Oregon,"Howard, Nathaniel",Bachelors,Professional,3
4504,15503,Sedro Woolley,Washington,"James, Caitlin",Bachelors,Skilled Manual,3
4505,15504,Issaquah,Washington,"James, Jared",Bachelors,Skilled Manual,3
4506,15505,W. Linn,Oregon,"Bailey, Gabriella",Bachelors,Skilled Manual,3
4507,15506,Burlingame,California,"Sanders, Evan",Graduate Degree,Professional,3
4509,15508,Lynnwood,Washington,"Brooks, Megan",Graduate Degree,Professional,3
4510,15509,Yakima,Washington,"Washington, Zachary",Graduate Degree,Professional,3
4511,15510,Beaverton,Oregon,"She, Ernest",Graduate Degree,Professional,3
4513,15512,Ballard,Washington,"Hayes, Jose",Graduate Degree,Professional,3
4514,15513,Renton,Washington,"Perez, Madeline",Graduate Degree,Professional,3
4515,15514,Walla Walla,Washington,"Ramirez, Angela",Graduate Degree,Professional,3
4516,15515,Yakima,Washington,"Wright, Carlos",Graduate Degree,Professional,3
4517,15516,Chula Vista,California,"Raje, Shaun",Graduate Degree,Professional,3
4518,15517,Santa Monica,California,"Edwards, Thomas",Graduate Degree,Professional,3
4519,15518,Torrance,California,"Bryant, Richard",Graduate Degree,Professional,3
4520,15519,Beaverton,Oregon,"Evans, Jennifer",Partial High School,Clerical,3
4521,15520,Coronado,California,"Navarro, Desiree",Bachelors,Professional,3
4522,15521,Bellflower,California,"Deng, Kathryn",Bachelors,Skilled Manual,3
4523,15522,Portland,Oregon,"Russell, Ethan",Graduate Degree,Professional,3
4524,15523,Marysville,Washington,"Yang, Jonathan",Bachelors,Professional,3
4525,15524,Lake Oswego,Oregon,"Stone, Dalton",Bachelors,Skilled Manual,3
4526,15525,Burbank,California,"Gonzalez, Marie",Bachelors,Skilled Manual,3
4528,15527,Imperial Beach,California,"Rivera, Megan",Bachelors,Skilled Manual,3
4529,15528,Milwaukie,Oregon,"Ramirez, Lucas",Bachelors,Professional,3
4530,15529,Lynnwood,Washington,"Allen, Jason",Bachelors,Professional,3
4532,15531,Bothell,Washington,"Raji, Calvin",Bachelors,Professional,3
4533,15532,Chula Vista,California,"Jai, Marshall",Bachelors,Professional,3
4534,15533,San Francisco,California,"Richardson, Anna",Bachelors,Professional,3
4535,15534,Portland,Oregon,"Bell, Steven",Bachelors,Professional,3
4536,15535,Burlingame,California,"Scott, Jordan",Bachelors,Professional,3
4538,15537,Glendale,California,"Peterson, Destiny",Graduate Degree,Professional,3
4539,15538,Grossmont,California,"Lal, Luis",Graduate Degree,Professional,3
4540,15539,Berkeley,California,"Goel, Raul",Bachelors,Professional,3
4541,15540,Burlingame,California,"Ortega, Randall",Bachelors,Professional,3
4542,15541,Palo Alto,California,"Morris, Zoe",Bachelors,Professional,3
4543,15542,Burbank,California,"Baker, Andrea",Bachelors,Professional,3
4545,15544,Glendale,California,"Brown, Thomas",Partial College,Skilled Manual,3
4546,15545,Chula Vista,California,"Rivera, Jennifer",High School,Skilled Manual,3
4547,15546,W. Linn,Oregon,"Jenkins, Robert",High School,Skilled Manual,3
4548,15547,Daly City,California,"Wood, Cassidy",Partial College,Skilled Manual,3
4549,15548,Woodland Hills,California,"Brooks, Morgan",High School,Skilled Manual,3
4551,15550,Bremerton,Washington,"Alonso, Orlando",Partial College,Skilled Manual,3
4552,15551,Burien,Washington,"Gray, Kaylee",Partial College,Skilled Manual,3
4553,15552,Olympia,Washington,"Lewis, Tyler",Partial College,Skilled Manual,3
4554,15553,Burbank,California,"Lopez, Ivan",Graduate Degree,Professional,3
4555,15554,Concord,California,"Bailey, Zoe",Graduate Degree,Professional,3
4556,15555,Palo Alto,California,"Barnes, Hailey",Partial College,Skilled Manual,3
4558,15557,Oakland,California,"Murphy, Nathaniel",Partial College,Skilled Manual,3
4559,15558,Puyallup,Washington,"Morris, Hailey",Partial College,Skilled Manual,3
4561,15560,Bremerton,Washington,"Gray, Gabrielle",Bachelors,Professional,3
4562,15561,Lebanon,Oregon,"Young, Angel",Bachelors,Professional,3
4563,15562,Bremerton,Washington,"James, Kaitlyn",Bachelors,Professional,3
4566,15565,Everett,Washington,"Mitchell, Kyle",Graduate Degree,Professional,3
4569,15568,Glendale,California,"Hayes, Aaron",Partial College,Skilled Manual,3
4570,15569,Beaverton,Oregon,"Ward, Morgan",Partial College,Skilled Manual,3
4571,15570,Spring Valley,California,"Powell, Brianna",Bachelors,Professional,3
4574,15573,Redmond,Washington,"Wilson, Thomas",Bachelors,Professional,3
4575,15574,West Covina,California,"Peterson, Carlos",Bachelors,Professional,3
4609,15608,Hof,Bavaria,"James, Faith",Partial College,Clerical,2
4619,15618,Werne,North Rhine-Westphalia,"Sharma, Gabriel",Bachelors,Skilled Manual,2
4623,15622,Essen,North Rhine-Westphalia,"Schleger, Yvonne",High School,Manual,2
4626,15625,Bonn,North Rhine-Westphalia,"Alvarez, Clinton",Partial College,Clerical,2
4627,15626,Bottrop,North Rhine-Westphalia,"White, Eduardo",Partial College,Clerical,2
4628,15627,Frankfurt,Hesse,"Srini, Troy",Partial College,Clerical,2
4629,15628,Solingen,North Rhine-Westphalia,"Sandberg, Brianna",Bachelors,Skilled Manual,2
4630,15629,Werne,North Rhine-Westphalia,"Ruiz, Meghan",Partial High School,Manual,2
4634,15633,Dresden,Saxony,"Shan, Ashlee",Partial High School,Manual,2
4637,15636,Darmstadt,Hesse,"White, David",Partial College,Clerical,2
4650,15649,Paderborn,North Rhine-Westphalia,"Jimenez, Melinda",Bachelors,Clerical,2
4656,15655,Essen,North Rhine-Westphalia,"Gomez, Deanna",Partial College,Manual,2
4657,15656,Sulzbach Taunus,Saar,"Zhao, Darryl",Partial College,Manual,2
4660,15659,Darmstadt,Hesse,"Rivera, Angela",Partial College,Manual,2
4665,15664,Offenbach am Main,Hesse,"Vazquez, Jill",Bachelors,Clerical,2
4668,15667,Paderborn,North Rhine-Westphalia,"Ramos, Hector",Bachelors,Clerical,2
4673,15672,Paderborn,North Rhine-Westphalia,"Nara, Kelvin",Partial College,Manual,2
4675,15674,Erlangen,Bavaria,"Raheem, Tommy",Bachelors,Clerical,2
4676,15675,Hof,Bavaria,"Alonso, Jay",Graduate Degree,Clerical,2
4681,15680,Neunkirchen,North Rhine-Westphalia,"She, Tasha",High School,Manual,2
4683,15682,Bonn,North Rhine-Westphalia,"Garcia, Heidi",Bachelors,Management,2
4684,15683,Brunswick,Lower Saxony,"Carlson, Jessie",Partial College,Professional,2
4685,15684,Kiel,Schleswig-Holstein,"Suarez, Tyrone",Partial College,Professional,2
4686,15685,Offenbach am Main,Hesse,"Vazquez, Robin",Bachelors,Management,2
4690,15689,Leipzig,Saxony,"Wang, Stacey",Partial College,Professional,2
4694,15693,Darmstadt,Hesse,"Barnes, Isabel",High School,Professional,2
4698,15697,Ingolstadt,Bavaria,"Morris, Julia",Partial College,Professional,2
4699,15698,Werne,North Rhine-Westphalia,"Wang, Susan",Bachelors,Management,2
4704,15703,Bonn,North Rhine-Westphalia,"Chande, Alison",High School,Professional,2
4705,15704,Munich,Bavaria,"Luo, Peter",High School,Professional,2
4706,15705,Erlangen,Bavaria,"Simmons, Gabriel",Partial College,Management,2
4708,15707,Ingolstadt,Bavaria,"Rubio, Robin",Partial College,Management,2
4709,15708,Munich,Bavaria,"Jai, Nina",High School,Management,2
4737,15736,Beverly Hills,California,"Raje, Sheena",Graduate Degree,Management,3
4738,15737,Lynnwood,Washington,"Robinson, Alexander",Graduate Degree,Management,3
4739,15738,Torrance,California,"Miller, Abigail",Graduate Degree,Management,3
4740,15739,Santa Monica,California,"Rogers, Garrett",Bachelors,Management,3
4741,15740,Beaverton,Oregon,"Kumar, Johnny",Bachelors,Management,3
4742,15741,Woodland Hills,California,"Allen, Isabella",Bachelors,Management,3
4743,15742,Palo Alto,California,"Thompson, Grace",Bachelors,Management,3
4744,15743,Kirkland,Washington,"Thompson, Chloe",Graduate Degree,Management,3
4745,15744,Edmonds,Washington,"Gray, Angela",Graduate Degree,Management,3
4746,15745,Bellingham,Washington,"Hayes, Julian",Graduate Degree,Management,3
4747,15746,Lynnwood,Washington,"Walker, Emily",Bachelors,Management,3
4748,15747,Chula Vista,California,"Nelson, Evan",Bachelors,Management,3
4750,15749,Bremerton,Washington,"Brown, Grace",Bachelors,Management,3
4751,15750,Bellflower,California,"Martinez, Kaitlin",Partial College,Professional,3
4760,15759,Beaverton,Oregon,"Brooks, Erin",Bachelors,Management,3
4764,15763,Walla Walla,Washington,"Young, Xavier",Partial College,Professional,3
4769,15768,Lakewood,California,"Walker, Victoria",Graduate Degree,Management,3
4770,15769,Lemon Grove,California,"Coleman, Kelly",Graduate Degree,Management,3
4771,15770,Spring Valley,California,"Brooks, Xavier",Bachelors,Management,3
4772,15771,Lebanon,Oregon,"Diaz, Maria",Graduate Degree,Management,3
4773,15772,San Gabriel,California,"Anderson, Christopher",Partial High School,Skilled Manual,3
4774,15773,Lincoln Acres,California,"Jenkins, Dylan",Partial High School,Skilled Manual,3
4775,15774,Redmond,Washington,"Kelly, Natalie",High School,Professional,3
4776,15775,Bellingham,Washington,"Ward, Michelle",High School,Professional,3
4777,15776,Newport Beach,California,"Mitchell, Jesse",High School,Professional,3
4778,15777,Seattle,Washington,"Smith, Brianna",High School,Professional,3
4779,15778,Everett,Washington,"Miller, José",Partial College,Professional,3
4780,15779,Bremerton,Washington,"Hayes, Jackson",Partial College,Professional,3
4781,15780,Burbank,California,"McDonald, Claudia",Partial College,Professional,3
4782,15781,San Francisco,California,"Evans, Blake",Bachelors,Management,3
4783,15782,Yakima,Washington,"Collins, Katelyn",Partial College,Professional,3
4814,15813,Redwood City,California,"Diaz, Julian",High School,Skilled Manual,3
4815,15814,Burlingame,California,"Subram, Monica",High School,Skilled Manual,3
4818,15817,Beaverton,Oregon,"Alexander, Chloe",High School,Skilled Manual,3
4819,15818,Bellingham,Washington,"Perez, Stanley",High School,Skilled Manual,3
4820,15819,Puyallup,Washington,"Cox, Savannah",High School,Skilled Manual,3
4821,15820,Issaquah,Washington,"Ward, Chase",High School,Skilled Manual,3
4822,15821,West Covina,California,"Anderson, Logan",High School,Skilled Manual,3
4825,15824,Colma,California,"Kumar, Lindsay",Partial High School,Clerical,3
4826,15825,Seattle,Washington,"Simmons, Angela",High School,Skilled Manual,3
4828,15827,Edmonds,Washington,"Ward, Danielle",High School,Skilled Manual,3
4835,15834,Walla Walla,Washington,"Green, Rebecca",Partial College,Skilled Manual,3
4836,15835,Downey,California,"Smith, Marcus",Partial College,Skilled Manual,3
4837,15836,National City,California,"Jackson, Devin",Partial College,Skilled Manual,3
4838,15837,Bremerton,Washington,"Johnston, Julia",High School,Skilled Manual,3
4839,15838,Fremont,California,"Taylor, Julia",Partial College,Skilled Manual,3
4840,15839,Santa Monica,California,"Taylor, William",Partial College,Skilled Manual,3
4841,15840,W. Linn,Oregon,"Peterson, Natalie",Partial College,Skilled Manual,3
4842,15841,Los Angeles,California,"Shan, Luis",Bachelors,Management,3
4843,15842,Spokane,Washington,"Gray, Haley",Bachelors,Management,3
4844,15843,Yakima,Washington,"Wright, Caleb",Bachelors,Management,3
4845,15844,Grossmont,California,"Brown, Megan",Bachelors,Management,3
4846,15845,Milwaukie,Oregon,"Carter, Mackenzie",Bachelors,Management,3
4850,15849,Spokane,Washington,"Kelly, Destiny",Graduate Degree,Management,3
4852,15851,Everett,Washington,"Anderson, Taylor",Graduate Degree,Management,3
4853,15852,Santa Cruz,California,"Henderson, Oscar",Bachelors,Management,3
4854,15853,Mill Valley,California,"Brown, Jasmine",Bachelors,Management,3
4855,15854,Downey,California,"Wood, Miranda",Bachelors,Management,3
4862,15861,Berkeley,California,"Zhao, Damien",Partial College,Clerical,3
4863,15862,Burbank,California,"Narayanan, Sriniwa",Graduate Degree,Skilled Manual,3
4866,15865,Palo Alto,California,"Price, Isabel",High School,Skilled Manual,3
4868,15867,Puyallup,Washington,"White, Victoria",Graduate Degree,Skilled Manual,3
4870,15869,Port Orchard,Washington,"Hall, Alexandra",Graduate Degree,Skilled Manual,3
4871,15870,Corvallis,Oregon,"Howard, Zoe",Graduate Degree,Skilled Manual,3
4872,15871,Puyallup,Washington,"Jai, Ryan",Graduate Degree,Skilled Manual,3
4874,15873,Grossmont,California,"Richardson, Hailey",Graduate Degree,Professional,3
4876,15875,Santa Monica,California,"Morris, Devin",Bachelors,Management,3
4878,15877,Berkeley,California,"Perez, Jordan",Bachelors,Management,3
4881,15880,Spokane,Washington,"Bailey, Patrick",Bachelors,Management,3
4883,15882,Beaverton,Oregon,"Xie, Maurice",Bachelors,Management,3
4884,15883,Coronado,California,"Coleman, Tristan",Bachelors,Management,3
4885,15884,Daly City,California,"Bradley, Dakota",Bachelors,Management,3
4886,15885,Sedro Woolley,Washington,"Sanchez, Garrett",Bachelors,Management,3
4887,15886,Lemon Grove,California,"Brown, Matthew",Bachelors,Management,3
4888,15887,Bremerton,Washington,"Vazquez, Deanna",Bachelors,Management,3
4898,15897,Woodland Hills,California,"Cooper, Haley",Partial College,Professional,3
4899,15898,Yakima,Washington,"Gonzalez, Isaiah",Partial College,Professional,3
4900,15899,Santa Monica,California,"James, Ian",Partial College,Professional,3
4902,15901,Everett,Washington,"Bryant, Taylor",Partial College,Professional,3
4903,15902,Port Orchard,Washington,"Diaz, Robert",Partial College,Professional,3
4904,15903,Berkeley,California,"Barnes, Abigail",Partial College,Professional,3
4905,15904,Chula Vista,California,"Bennett, Janice",Partial College,Professional,3
4908,15907,Yakima,Washington,"Bailey, Steven",Partial College,Professional,3
4909,15908,Imperial Beach,California,"Wilson, David",Partial College,Professional,3
4910,15909,Lakewood,California,"Ross, Cassidy",Partial College,Professional,3
4911,15910,San Carlos,California,"Hughes, Caleb",Partial College,Professional,3
4912,15911,Bremerton,Washington,"Baker, Maria",High School,Professional,3
4913,15912,Santa Monica,California,"Simmons, Mya",High School,Professional,3
4915,15914,Puyallup,Washington,"Bryant, Logan",Partial College,Professional,3
4916,15915,La Jolla,California,"Cox, Alex",Partial College,Professional,3
4919,15918,Burien,Washington,"Ruiz, Roberto",Partial College,Professional,3
4927,15926,Berlin,Berlin,"Deng, Donna",High School,Professional,2
4928,15927,Berlin,Berlin,"Huang, Gilbert",High School,Professional,2
4929,15928,Neunkirchen,North Rhine-Westphalia,"Pal, Priscilla",High School,Professional,2
4933,15932,Sulzbach Taunus,Saar,"Jimenez, Tabitha",Partial College,Professional,2
4935,15934,Bellingham,Washington,"Raji, Nichole",Partial College,Professional,3
4936,15935,Beaverton,Oregon,"King, Amber",Graduate Degree,Management,3
4937,15936,Woodburn,Oregon,"Johnson, Abigail",Bachelors,Management,3
4938,15937,Bellingham,Washington,"Lewis, Grace",Partial College,Professional,3
4939,15938,Redmond,Washington,"Collins, Sean",Partial College,Professional,3
4940,15939,Tacoma,Washington,"Brown, Jennifer",Partial College,Professional,3
4941,15940,Woodburn,Oregon,"Bryant, Jack",Partial College,Professional,3
4942,15941,Fremont,California,"Brooks, Bailey",Bachelors,Management,3
4945,15944,Bremerton,Washington,"Lu, Damien",Partial College,Professional,3
4946,15945,Puyallup,Washington,"Kelly, Alexandria",Partial College,Professional,3
4947,15946,Bellflower,California,"Wilson, Wyatt",Bachelors,Management,3
4948,15947,Chula Vista,California,"Blue, Michelle",Partial College,Professional,3
4949,15948,Lemon Grove,California,"Hughes, Angela",Bachelors,Management,3
4950,15949,Mill Valley,California,"Green, Katherine",Bachelors,Management,3
4951,15950,Lebanon,Oregon,"Peterson, Erin",Partial College,Professional,3
4952,15951,Seattle,Washington,"Baker, Jenna",Partial College,Professional,3
4953,15952,Sedro Woolley,Washington,"Cooper, Evan",Partial College,Professional,3
4954,15953,Bellflower,California,"Moreno, Julio",Graduate Degree,Management,3
4955,15954,Bellflower,California,"Deng, Marshall",Partial College,Professional,3
4956,15955,Burlingame,California,"Ortega, Neil",Bachelors,Management,3
4957,15956,Oakland,California,"Li, Ryan",Bachelors,Management,3
4958,15957,Redwood City,California,"Ross, Samuel",Bachelors,Management,3
4959,15958,Burien,Washington,"Ross, Nicole",Partial College,Professional,3
4960,15959,Redmond,Washington,"Rodriguez, Logan",Partial College,Professional,3
4961,15960,Daly City,California,"Bryant, Brianna",Partial College,Professional,3
4962,15961,Santa Cruz,California,"Walker, Ashley",Partial College,Professional,3
4963,15962,Portland,Oregon,"Winter, Benjamin",High School,Professional,3
4964,15963,Puyallup,Washington,"Smith, Madison",High School,Professional,3
4965,15964,La Jolla,California,"Cox, Steven",Bachelors,Management,3
4966,15965,San Gabriel,California,"Watson, Jennifer",Partial College,Professional,3
4967,15966,Salem,Oregon,"Foster, Natalie",High School,Professional,3
4968,15967,Burien,Washington,"Diaz, Dakota",High School,Professional,3
4969,15968,Woodland Hills,California,"Gonzalez, Edward",High School,Professional,3
4970,15969,Milwaukie,Oregon,"Murphy, Sean",High School,Professional,3
4971,15970,Beverly Hills,California,"Thompson, Samuel",Partial High School,Skilled Manual,3
4972,15971,Kirkland,Washington,"Jenkins, Ryan",Graduate Degree,Management,3
4973,15972,Burbank,California,"Bailey, Caitlin",Graduate Degree,Management,3
4974,15973,Sedro Woolley,Washington,"Garcia, Christopher",Graduate Degree,Management,3
4976,15975,Bellingham,Washington,"Collins, Gabrielle",High School,Professional,3
4977,15976,Bremerton,Washington,"Patel, Kristopher",High School,Professional,3
4978,15977,Burien,Washington,"Harris, Julia",High School,Professional,3
4979,15978,Edmonds,Washington,"Walker, Xavier",High School,Professional,3
4980,15979,Lynnwood,Washington,"Cook, Nicole",High School,Professional,3
4983,15982,Beverly Hills,California,"Evans, Jose",Partial College,Professional,3
4984,15983,San Carlos,California,"Ross, Alexis",Partial College,Professional,3
4985,15984,Santa Monica,California,"Wright, Nathan",Bachelors,Management,3
4986,15985,Spring Valley,California,"Johnson, Devin",Bachelors,Management,3
4992,15991,Renton,Washington,"Taylor, David",Graduate Degree,Management,3
4993,15992,San Carlos,California,"Alexander, Isabelle",Graduate Degree,Management,3
4995,15994,Burien,Washington,"Blue, Olivia",Partial College,Professional,3
4996,15995,Downey,California,"Johnson, Kaitlyn",Partial College,Professional,3
4999,15998,Chula Vista,California,"Flores, Marissa",Graduate Degree,Management,3
5000,15999,Port Orchard,Washington,"Hill, Maria",Graduate Degree,Management,3
5002,16001,Burbank,California,"Pal, Ricardo",Graduate Degree,Management,3
5003,16002,W. Linn,Oregon,"Hayes, Paige",Graduate Degree,Management,3
5004,16003,Oakland,California,"Robinson, Carol",Graduate Degree,Management,3
5005,16004,Bremerton,Washington,"Martinez, Joe",Bachelors,Management,3
5007,16006,Spring Valley,California,"Henderson, Angelica",Graduate Degree,Management,3
5008,16007,Bremerton,Washington,"Gonzalez, Janelle",Bachelors,Management,3
5009,16008,Kirkland,Washington,"Allen, Morgan",Graduate Degree,Management,3
5011,16010,Grossmont,California,"Wood, Nicole",Graduate Degree,Management,3
5014,16013,Beaverton,Oregon,"Williams, Xavier",Partial College,Skilled Manual,3
5015,16014,Burbank,California,"Wilson, Christopher",Bachelors,Management,3
5016,16015,Lemon Grove,California,"Cooper, Jessica",Partial College,Skilled Manual,3
5018,16017,Novato,California,"Ramirez, Jeremy",Partial College,Skilled Manual,3
5019,16018,San Carlos,California,"Henderson, Emma",Partial College,Skilled Manual,3
5020,16019,Torrance,California,"Hernandez, Amber",Partial College,Skilled Manual,3
5023,16022,Ballard,Washington,"Hernandez, Devin",Partial High School,Clerical,3
5025,16024,Marysville,Washington,"Hill, Isaac",Partial College,Skilled Manual,3
5035,16034,Frankfurt,Hesse,"Suri, Pamela",Graduate Degree,Manual,2
5038,16037,Werne,North Rhine-Westphalia,"Kelly, Melissa",Bachelors,Manual,2
5040,16039,Bonn,North Rhine-Westphalia,"Yang, Steve",Bachelors,Manual,2
5045,16044,Berlin,Berlin,"Rai, Connie",Bachelors,Manual,2
5048,16047,Saarlouis,Saar,"Johnson, Taylor",Partial College,Manual,2
5049,16048,Hamburg,Hamburg,"Yang, Kelli",Partial College,Manual,2
5050,16049,Grevenbroich,North Rhine-Westphalia,"Nara, Ashlee",Partial College,Manual,2
5056,16055,Neunkirchen,North Rhine-Westphalia,"Lee, Ryan",Partial College,Manual,2
5058,16057,Munich,Bavaria,"Gomez, Michele",Partial College,Manual,2
5060,16059,Grevenbroich,North Rhine-Westphalia,"Carlson, Jésus",Bachelors,Clerical,2
5061,16060,West Covina,California,"Griffin, Antonio",Bachelors,Skilled Manual,3
